UA,NAME,UA00,UA00NAME,POPPT,HUPT,AREAPT,AREALANDPT,UAPOP,UAHU,UAAREA,UAAREALAND,UA00POP,UA00HU,UA00AREA,UA00AREALAND,UAPOPPCT,UAHUPCT,UAAREAPCT,UAAREALANDPCT,UA00POPPCT,UA00HUPCT,UA00AREAPCT,UA00AREALANDPCT
03520,"Aspen, CO",99999,"Not in a 2000 urban area",1979,1203,5878996,5878996,7710,6459,11852099,11852099,,,,,25.67,18.63,49.60,49.60,,,,
03547,"Astoria, OR",03547,"Astoria, OR",12575,6151,20166728,20032610,14115,6907,25239425,23599409,12890,6325,22840641,22706523,89.09,89.05,79.90,84.89,97.56,97.25,88.29,88.22
03547,"Astoria, OR",99999,"Not in a 2000 urban area",1540,756,5072697,3566799,14115,6907,25239425,23599409,,,,,10.91,10.95,20.10,15.11,,,,
03601,"Atchison, KS--MO",03601,"Atchison, KS--MO",10420,4264,12283599,12169955,11166,4489,15856911,15696176,10536,4318,14497884,14384240,93.32,94.99,77.47,77.53,98.90,98.75,84.73,84.61
03601,"Atchison, KS--MO",99999,"Not in a 2000 urban area",746,225,3573312,3526221,11166,4489,15856911,15696176,,,,,6.68,5.01,22.53,22.47,,,,
03655,"Athens, AL",03655,"Athens, AL",19143,8693,42186450,42022257,24956,11020,70501246,69999938,19378,8803,43894549,43723105,76.71,78.88,59.84,60.03,98.79,98.75,96.11,96.11
03655,"Athens, AL",99999,"Not in a 2000 urban area",5813,2327,28314796,27977681,24956,11020,70501246,69999938,,,,,23.29,21.12,40.16,39.97,,,,
03682,"Athens, OH",03682,"Athens, OH",27796,9370,23113254,22870492,28286,9613,25998643,25738298,29601,10198,36230414,35510759,98.27,97.47,88.90,88.86,93.90,91.88,63.80,64.40
03682,"Athens, OH",99999,"Not in a 2000 urban area",490,243,2885389,2867806,28286,9613,25998643,25738298,,,,,1.73,2.53,11.10,11.14,,,,
03709,"Athens, TN",03709,"Athens, TN",14922,6963,31442583,31442583,15985,7376,38475362,38475362,15577,7258,40523141,40523141,93.35,94.40,81.72,81.72,95.80,95.94,77.59,77.59
03709,"Athens, TN",99999,"Not in a 2000 urban area",1063,413,7032779,7032779,15985,7376,38475362,38475362,,,,,6.65,5.60,18.28,18.28,,,,
03736,"Athens, TX",03736,"Athens, TX",11338,4495,17979503,17914820,12169,4891,23788526,23723843,11926,4795,25052425,24987742,93.17,91.90,75.58,75.51,95.07,93.74,71.77,71.69
03736,"Athens, TX",99999,"Not in a 2000 urban area",831,396,5809023,5809023,12169,4891,23788526,23723843,,,,,6.83,8.10,24.42,24.49,,,,
03763,"Athens-Clarke County, GA",03763,"Athens-Clarke County, GA",115556,50519,185429667,183457018,128754,55512,257422289,254841198,118208,51531,206096554,203761746,89.75,91.01,72.03,71.99,97.76,98.04,89.97,90.04
03763,"Athens-Clarke County, GA",99999,"Not in a 2000 urban area",13198,4993,71992622,71384180,128754,55512,257422289,254841198,,,,,10.25,8.99,27.97,28.01,,,,
03790,"Athol, MA",03790,"Athol, MA",11911,5479,17596807,16895358,12834,5927,25277894,24217774,12527,5800,23433917,22000989,92.81,92.44,69.61,69.76,95.08,94.47,75.09,76.79
03790,"Athol, MA",99999,"Not in a 2000 urban area",923,448,7681087,7322416,12834,5927,25277894,24217774,,,,,7.19,7.56,30.39,30.24,,,,
03817,"Atlanta, GA",03817,"Atlanta, GA",3942366,1647117,5011639827,4958167543,4515419,1861932,6944944014,6851428985,3957604,1653487,5122008030,5067389702,87.31,88.46,72.16,72.37,99.61,99.61,97.85,97.84
03817,"Atlanta, GA",32194,"Gainesville, GA",274,123,637038,637038,4515419,1861932,6944944014,6851428985,103741,39496,234803651,233932399,0.01,0.01,0.01,0.01,0.26,0.31,0.27,0.27
03817,"Atlanta, GA",50824,"Locust Grove, GA",3896,1497,5445529,5236015,4515419,1861932,6944944014,6851428985,3909,1501,5852916,5643402,0.09,0.08,0.08,0.08,99.67,99.73,93.04,92.78
