UA,NAME,UA00,UA00NAME,POPPT,HUPT,AREAPT,AREALANDPT,UAPOP,UAHU,UAAREA,UAAREALAND,UA00POP,UA00HU,UA00AREA,UA00AREALAND,UAPOPPCT,UAHUPCT,UAAREAPCT,UAAREALANDPCT,UA00POPPCT,UA00HUPCT,UA00AREAPCT,UA00AREALANDPCT
49906,"Lincoln, IL",49906,"Lincoln, IL",17809,6487,20996346,20996346,18224,6707,24356525,24356525,17829,6496,24076282,24076282,97.72,96.72,86.20,86.20,99.89,99.86,87.21,87.21
49906,"Lincoln, IL",99999,"Not in a 2000 urban area",415,220,3360179,3360179,18224,6707,24356525,24356525,,,,,2.28,3.28,13.80,13.80,,,,
49933,"Lincoln, NE",49933,"Lincoln, NE",244483,104697,196096737,193220908,258719,110643,232084061,229135352,244581,104741,203914320,200916272,94.50,94.63,84.49,84.33,99.96,99.96,96.17,96.17
49933,"Lincoln, NE",99999,"Not in a 2000 urban area",14236,5946,35987324,35914444,258719,110643,232084061,229135352,,,,,5.50,5.37,15.51,15.67,,,,
49934,"Lincoln, ND",07921,"Bismarck, ND",2336,818,1604324,1604324,2992,1047,3059523,3059523,76226,34845,88100804,88078887,78.07,78.13,52.44,52.44,3.06,2.35,1.82,1.82
49934,"Lincoln, ND",99999,"Not in a 2000 urban area",656,229,1455199,1455199,2992,1047,3059523,3059523,,,,,21.93,21.87,47.56,47.56,,,,
49960,"Lincoln City, OR",23581,"Depoe Bay, OR",1721,2016,3017803,3017803,10526,9219,21060242,18441477,2835,2923,5244076,5244076,16.35,21.87,14.33,16.36,60.71,68.97,57.55,57.55
49960,"Lincoln City, OR",49960,"Lincoln City, OR",8432,6811,15954761,13407314,10526,9219,21060242,18441477,8464,6828,16264542,13717095,80.11,73.88,75.76,72.70,99.62,99.75,98.10,97.74
49960,"Lincoln City, OR",99999,"Not in a 2000 urban area",373,392,2087678,2016360,10526,9219,21060242,18441477,,,,,3.54,4.25,9.91,10.93,,,,
49987,"Lincolnton, NC",49987,"Lincolnton, NC",17864,8018,45772152,45563542,22686,10053,76780522,76438949,18914,8511,54106691,53874734,78.74,79.76,59.61,59.61,94.45,94.21,84.60,84.57
49987,"Lincolnton, NC",53443,"Maiden, NC",293,126,521261,521261,22686,10053,76780522,76438949,3769,1650,9524420,9482526,1.29,1.25,0.68,0.68,7.77,7.64,5.47,5.50
49987,"Lincolnton, NC",99999,"Not in a 2000 urban area",4529,1909,30487109,30354146,22686,10053,76780522,76438949,,,,,19.96,18.99,39.71,39.71,,,,
50014,"Lindale--Hideaway, TX",50014,"Lindale, TX",6404,2896,10555354,9540794,10021,4300,30363483,29183985,7018,3096,18571997,17359983,63.91,67.35,34.76,32.69,91.25,93.54,56.83,54.96
50014,"Lindale--Hideaway, TX",99999,"Not in a 2000 urban area",3617,1404,19808129,19643191,10021,4300,30363483,29183985,,,,,36.09,32.65,65.24,67.31,,,,
50041,"Lindsay, CA",50041,"Lindsay, CA",14026,3790,14818389,14818389,14610,3945,19838166,19838166,14051,3798,16147295,16147295,96.00,96.07,74.70,74.70,99.82,99.79,91.77,91.77
50041,"Lindsay, CA",99999,"Not in a 2000 urban area",584,155,5019777,5019777,14610,3945,19838166,19838166,,,,,4.00,3.93,25.30,25.30,,,,
50068,"Lindsay, OK",50068,"Lindsay, OK",2678,1307,3356904,3348013,2796,1376,4779347,4768573,2689,1315,3663745,3654854,95.78,94.99,70.24,70.21,99.59,99.39,91.62,91.60
50068,"Lindsay, OK",99999,"Not in a 2000 urban area",118,69,1422443,1420560,2796,1376,4779347,4768573,,,,,4.22,5.01,29.76,29.79,,,,
50095,"Lindsborg, KS",50095,"Lindsborg, KS",3180,1288,2652880,2652880,3405,1389,3935437,3904263,3223,1308,2686615,2686615,93.39,92.73,67.41,67.95,98.67,98.47,98.74,98.74
50095,"Lindsborg, KS",99999,"Not in a 2000 urban area",225,101,1282557,1251383,3405,1389,3935437,3904263,,,,,6.61,7.27,32.59,32.05,,,,
50122,"Lindstrom--Chisago City, MN",50122,"Lindstrom--Chisago City, MN",6795,3276,8649189,8594864,8492,3915,18689358,12871946,7131,3416,10859433,10788491,80.02,83.68,46.28,66.77,95.29,95.90,79.65,79.67
50122,"Lindstrom--Chisago City, MN",99999,"Not in a 2000 urban area",1697,639,10040169,4277082,8492,3915,18689358,12871946,,,,,19.98,16.32,53.72,33.23,,,,
50149,"Linton, IN",50149,"Linton, IN",5741,2842,12442840,12425674,5822,2900,12636400,12619234,5896,2892,13648731,13631565,98.61,98.00,98.47,98.47,97.37,98.27,91.16,91.15
50149,"Linton, IN",99999,"Not in a 2000 urban area",81,58,193560,193560,5822,2900,12636400,12619234,,,,,1.39,2.00,1.53,1.53,,,,
50176,"Lisbon, OH",50176,"Lisbon, OH",5602,1417,6854758,6854758,5740,1466,7578774,7578774,5700,1458,8102545,8102545,97.60,96.66,90.45,90.45,98.28,97.19,84.60,84.60
50176,"Lisbon, OH",99999,"Not in a 2000 urban area",138,49,724016,724016,5740,1466,7578774,7578774,,,,,2.40,3.34,9.55,9.55,,,,
50213,"Litchfield, CT",88192,"Torrington, CT",1567,848,3516498,3516498,2590,1315,8375373,8312896,35293,15986,50298904,50084170,60.50,64.49,41.99,42.30,4.44,5.30,6.99,7.02
50213,"Litchfield, CT",99999,"Not in a 2000 urban area",1023,467,4858875,4796398,2590,1315,8375373,8312896,,,,,39.50,35.51,58.01,57.70,,,,
50230,"Litchfield, IL",50230,"Litchfield, IL",6749,3084,12340859,12340859,6956,3167,17702004,17678836,6752,3085,12357575,12357575,97.02,97.38,69.71,69.81,99.96,99.97,99.86,99.86
50230,"Litchfield, IL",99999,"Not in a 2000 urban area",207,83,5361145,5337977,6956,3167,17702004,17678836,,,,,2.98,2.62,30.29,30.19,,,,
50257,"Litchfield, MN",50257,"Litchfield, MN",6513,2850,8280558,8231342,6624,2894,8845342,8792281,6530,2858,9250221,9200020,98.32,98.48,93.61,93.62,99.74,99.72,89.52,89.47
50257,"Litchfield, MN",99999,"Not in a 2000 urban area",111,44,564784,560939,6624,2894,8845342,8792281,,,,,1.68,1.52,6.39,6.38,,,,
50311,"Little Falls, MN",50311,"Little Falls, MN",8727,3991,13793145,13793145,9024,4123,16937777,16290418,9174,4193,22130927,22082456,96.71,96.80,81.43,84.67,95.13,95.18,62.33,62.46
50311,"Little Falls, MN",99999,"Not in a 2000 urban area",297,132,3144632,2497273,9024,4123,16937777,16290418,,,,,3.29,3.20,18.57,15.33,,,,
50338,"Little Falls, NY",50338,"Little Falls, NY",4830,2616,8249870,8203249,4956,2670,10432115,10061509,4830,2616,8249870,8203249,97.46,97.98,79.08,81.53,100.00,100.00,100.00,100.00
50338,"Little Falls, NY",99999,"Not in a 2000 urban area",126,54,2182245,1858260,4956,2670,10432115,10061509,,,,,2.54,2.02,20.92,18.47,,,,
50365,"Littlefield, TX",50365,"Littlefield, TX",5885,2526,5949727,5949727,5914,2538,6487746,6487746,6123,2650,7633579,7633579,99.51,99.53,91.71,91.71,96.11,95.32,77.94,77.94
50365,"Littlefield, TX",99999,"Not in a 2000 urban area",29,12,538019,538019,5914,2538,6487746,6487746,,,,,0.49,0.47,8.29,8.29,,,,
50392,"Little Rock, AR",50392,"Little Rock, AR",362723,166295,475299695,472061855,431388,193618,678689752,669022281,367669,168515,536039024,532090293,84.08,85.89,70.03,70.56,98.65,98.68,88.67,88.72
50392,"Little Rock, AR",55630,"Maumelle, AR",11525,4984,10532491,10270873,431388,193618,678689752,669022281,12659,5500,14996045,14672507,2.67,2.57,1.55,1.54,91.04,90.62,70.24,70.00
50392,"Little Rock, AR",91729,"Ward, AR",4140,1729,11675804,11675804,431388,193618,678689752,669022281,4148,1733,11943104,11943104,0.96,0.89,1.72,1.75,99.81,99.77,97.76,97.76
50392,"Little Rock, AR",99999,"Not in a 2000 urban area",53000,20610,181181762,175013749,431388,193618,678689752,669022281,,,,,12.29,10.64,26.70,26.16,,,,
50419,"Littlestown, PA",50419,"Littlestown, PA",5349,2300,5913454,5913454,6302,2641,9231049,9221253,5515,2366,7059197,7058656,84.88,87.09,64.06,64.13,96.99,97.21,83.77,83.78
50419,"Littlestown, PA",99999,"Not in a 2000 urban area",953,341,3317595,3307799,6302,2641,9231049,9221253,,,,,15.12,12.91,35.94,35.87,,,,
50446,"Littleton, NH",50446,"Littleton, NH",3369,1771,5842021,5618565,3518,1840,6814114,6588260,3811,2002,9670366,9439760,95.76,96.25,85.73,85.28,88.40,88.46,60.41,59.52
50446,"Littleton, NH",99999,"Not in a 2000 urban area",149,69,972093,969695,3518,1840,6814114,6588260,,,,,4.24,3.75,14.27,14.72,,,,
50473,"Live Oak (Sutter County), CA",50473,"Live Oak (Sutter County), CA",8495,2539,4873835,4873835,8547,2553,4924254,4924254,8560,2560,5445636,5445636,99.39,99.45,98.98,98.98,99.24,99.18,89.50,89.50
50473,"Live Oak (Sutter County), CA",99999,"Not in a 2000 urban area",52,14,50419,50419,8547,2553,4924254,4924254,,,,,0.61,0.55,1.02,1.02,,,,
50500,"Live Oak, FL",50500,"Live Oak, FL",6706,2817,11465189,11461316,6994,2942,14510077,14506204,6814,2861,12705011,12701138,95.88,95.75,79.02,79.01,98.42,98.46,90.24,90.24
50500,"Live Oak, FL",99999,"Not in a 2000 urban area",288,125,3044888,3044888,6994,2942,14510077,14506204,,,,,4.12,4.25,20.98,20.99,,,,
50527,"Livermore, CA",50527,"Livermore, CA",79785,29780,48828720,48821801,81624,30569,63384752,63377833,82585,30640,53851878,53810575,97.75,97.42,77.04,77.03,96.61,97.19,90.67,90.73
50527,"Livermore, CA",99999,"Not in a 2000 urban area",1839,789,14556032,14556032,81624,30569,63384752,63377833,,,,,2.25,2.58,22.96,22.97,,,,
50554,"Livermore Falls, ME",50554,"Livermore Falls, ME",2627,1349,3768906,3767496,3092,1562,5512760,5508307,2763,1432,4297121,4292877,84.96,86.36,68.37,68.40,95.08,94.20,87.71,87.76
50554,"Livermore Falls, ME",99999,"Not in a 2000 urban area",465,213,1743854,1740811,3092,1562,5512760,5508307,,,,,15.04,13.64,31.63,31.60,,,,
50608,"Livingston, MT",50608,"Livingston, MT",7616,4063,8446409,8427894,8172,4316,10564931,10510222,7759,4137,10140147,10121632,93.20,94.14,79.95,80.19,98.16,98.21,83.30,83.27
50608,"Livingston, MT",99999,"Not in a 2000 urban area",556,253,2118522,2082328,8172,4316,10564931,10510222,,,,,6.80,5.86,20.05,19.81,,,,
50635,"Livingston, TN",50635,"Livingston, TN",3273,1544,7300993,7274539,3485,1635,8704734,8641806,3293,1558,7579821,7553367,93.92,94.43,83.87,84.18,99.39,99.10,96.32,96.31
50635,"Livingston, TN",99999,"Not in a 2000 urban area",212,91,1403741,1367267,3485,1635,8704734,8641806,,,,,6.08,5.57,16.13,15.82,,,,
50662,"Livingston, TX",50662,"Livingston, TX",4372,1847,11135838,11106944,5139,2167,14157367,14128473,4495,1895,13102397,13073503,85.07,85.23,78.66,78.61,97.26,97.47,84.99,84.96
50662,"Livingston, TX",99999,"Not in a 2000 urban area",767,320,3021529,3021529,5139,2167,14157367,14128473,,,,,14.93,14.77,21.34,21.39,,,,
50679,"Livonia, LA",54523,"Maringouin, LA",2792,1120,6425211,6425211,3813,1559,10000174,10000174,2969,1193,7644733,7644733,73.22,71.84,64.25,64.25,94.04,93.88,84.05,84.05
50679,"Livonia, LA",99999,"Not in a 2000 urban area",1021,439,3574963,3574963,3813,1559,10000174,10000174,,,,,26.78,28.16,35.75,35.75,,,,
50716,"Llano, TX",50716,"Llano, TX",2696,1326,4693801,4693801,2832,1412,5538843,5436383,2731,1343,5043107,5043107,95.20,93.91,84.74,86.34,98.72,98.73,93.07,93.07
50716,"Llano, TX",99999,"Not in a 2000 urban area",136,86,845042,742582,2832,1412,5538843,5436383,,,,,4.80,6.09,15.26,13.66,,,,
50730,"Lochbuie, CO",99999,"Not in a 2000 urban area",4120,1531,3182981,3182981,4120,1531,3182981,3182981,,,,,100.00,100.00,100.00,100.00,,,,
50743,"Lockhart, TX",50743,"Lockhart, TX",10336,3663,13703730,13703730,12337,4380,20727782,20727782,10446,3713,16771359,16755419,83.78,83.63,66.11,66.11,98.95,98.65,81.71,81.79
50743,"Lockhart, TX",99999,"Not in a 2000 urban area",2001,717,7024052,7024052,12337,4380,20727782,20727782,,,,,16.22,16.37,33.89,33.89,,,,
50770,"Lock Haven, PA",50770,"Lock Haven, PA",16602,6804,18496104,18365748,17741,7295,27851599,27288360,24421,10239,32697608,32167719,93.58,93.27,66.41,67.30,67.98,66.45,56.57,57.09
50770,"Lock Haven, PA",99999,"Not in a 2000 urban area",1139,491,9355495,8922612,17741,7295,27851599,27288360,,,,,6.42,6.73,33.59,32.70,,,,
50797,"Lockport, NY",50797,"Lockport, NY",33359,15231,34841348,34841348,36024,16409,50046103,49929867,35908,16258,46779828,46779828,92.60,92.82,69.62,69.78,92.90,93.68,74.48,74.48
50797,"Lockport, NY",99999,"Not in a 2000 urban area",2665,1178,15204755,15088519,36024,16409,50046103,49929867,,,,,7.40,7.18,30.38,30.22,,,,
50813,"Locust, NC",99999,"Not in a 2000 urban area",2925,1218,9916180,9916180,2925,1218,9916180,9916180,,,,,100.00,100.00,100.00,100.00,,,,
50851,"Lodi, CA",50851,"Lodi, CA",67701,25829,36433007,36249670,68738,26201,41660123,41207495,91954,33843,60854155,60580673,98.49,98.58,87.45,87.97,73.62,76.32,59.87,59.84
50851,"Lodi, CA",85087,"Stockton, CA",16,7,16266,16266,68738,26201,41660123,41207495,353289,119797,193785271,190606557,0.02,0.03,0.04,0.04,0.00,0.01,0.01,0.01
50851,"Lodi, CA",99999,"Not in a 2000 urban area",1021,365,5210850,4941559,68738,26201,41660123,41207495,,,,,1.49,1.39,12.51,11.99,,,,
50878,"Lodi, OH",50878,"Lodi, OH",2582,1300,3427992,3407712,2670,1339,3840411,3820131,2678,1339,4874175,4853895,96.70,97.09,89.26,89.20,96.42,97.09,70.33,70.21
50878,"Lodi, OH",99999,"Not in a 2000 urban area",88,39,412419,412419,2670,1339,3840411,3820131,,,,,3.30,2.91,10.74,10.80,,,,
50905,"Lodi, WI",50905,"Lodi, WI",2833,1203,3484768,3483990,3014,1262,3697010,3696232,2841,1206,3527796,3527018,93.99,95.32,94.26,94.26,99.72,99.75,98.78,98.78
50905,"Lodi, WI",99999,"Not in a 2000 urban area",181,59,212242,212242,3014,1262,3697010,3696232,,,,,6.01,4.68,5.74,5.74,,,,
50932,"Logan, OH",50932,"Logan, OH",7732,3574,7677720,7578769,8080,3713,9707943,9586211,7833,3618,8186170,8079977,95.69,96.26,79.09,79.06,98.71,98.78,93.79,93.80
50932,"Logan, OH",99999,"Not in a 2000 urban area",348,139,2030223,2007442,8080,3713,9707943,9586211,,,,,4.31,3.74,20.91,20.94,,,,
50959,"Logan, UT",50959,"Logan, UT",87088,28946,93260998,93167596,94983,31130,113877872,113776996,87657,29135,99708998,99615596,91.69,92.98,81.90,81.89,99.35,99.35,93.53,93.53
50959,"Logan, UT",99999,"Not in a 2000 urban area",7895,2184,20616874,20609400,94983,31130,113877872,113776996,,,,,8.31,7.02,18.10,18.11,,,,
50986,"Logan, WV",50986,"Logan, WV",6799,3418,9015992,8911366,10747,5282,21809279,20841261,7874,3918,18407111,18225566,63.26,64.71,41.34,42.76,86.35,87.24,48.98,48.89
50986,"Logan, WV",99999,"Not in a 2000 urban area",3948,1864,12793287,11929895,10747,5282,21809279,20841261,,,,,36.74,35.29,58.66,57.24,,,,
51013,"Logansport, IN",51013,"Logansport, IN",20411,8719,23554892,23551396,21561,9049,32820074,32187499,20530,8779,25219753,25198988,94.67,96.35,71.77,73.17,99.42,99.32,93.40,93.46
51013,"Logansport, IN",99999,"Not in a 2000 urban area",1150,330,9265182,8636103,21561,9049,32820074,32187499,,,,,5.33,3.65,28.23,26.83,,,,
51026,"Lolo, MT",99999,"Not in a 2000 urban area",2739,1095,4442752,4288620,2739,1095,4442752,4288620,,,,,100.00,100.00,100.00,100.00,,,,
51040,"Lompoc, CA",51040,"Lompoc, CA",51509,17944,27036808,26967122,51509,17944,27775171,27702409,55137,19105,156457428,156055677,100.00,100.00,97.34,97.35,93.42,93.92,17.28,17.28
51040,"Lompoc, CA",99999,"Not in a 2000 urban area",0,0,738363,735287,51509,17944,27775171,27702409,,,,,0.00,0.00,2.66,2.65,,,,
51121,"London, OH",51121,"London, OH",8979,4089,7778852,7778852,14260,4251,14897150,14897150,9513,4265,14445554,14445554,62.97,96.19,52.22,52.22,94.39,95.87,53.85,53.85
51121,"London, OH",99999,"Not in a 2000 urban area",5281,162,7118298,7118298,14260,4251,14897150,14897150,,,,,37.03,3.81,47.78,47.78,,,,
51131,"London--Corbin, KY",20017,"Corbin, KY",15685,7320,37234650,36942727,37367,16845,131576748,130681782,17211,7960,46546975,46106504,41.98,43.46,28.30,28.27,91.13,91.96,79.99,80.12
51131,"London--Corbin, KY",51094,"London, KY",12871,5777,39027175,38859083,37367,16845,131576748,130681782,12895,5787,39512172,39189371,34.44,34.30,29.66,29.74,99.81,99.83,98.77,99.16
51131,"London--Corbin, KY",99999,"Not in a 2000 urban area",8811,3748,55314923,54879972,37367,16845,131576748,130681782,,,,,23.58,22.25,42.04,42.00,,,,
51142,"Long Beach, MD",12673,"Calvert Beach-Long Beach, MD",6106,2325,13708641,13652782,6476,2444,15547843,15491984,6120,2332,14405791,14269102,94.29,95.13,88.17,88.13,99.77,99.70,95.16,95.68
51142,"Long Beach, MD",99999,"Not in a 2000 urban area",370,119,1839202,1839202,6476,2444,15547843,15491984,,,,,5.71,4.87,11.83,11.87,,,,
51175,"Longmont, CO",51175,"Longmont, CO",82048,33522,56878530,55288985,90897,36783,69803915,67928900,82072,33534,59248430,57634581,90.26,91.13,81.48,81.39,99.97,99.96,96.00,95.93
51175,"Longmont, CO",99999,"Not in a 2000 urban area",8849,3261,12925385,12639915,90897,36783,69803915,67928900,,,,,9.74,8.87,18.52,18.61,,,,
51202,"Long Neck, DE",51202,"Long Neck, DE",8663,7686,20591873,20530662,14150,12253,47522627,43906998,9154,8302,22199005,22137794,61.22,62.73,43.33,46.76,94.64,92.58,92.76,92.74
51202,"Long Neck, DE",99999,"Not in a 2000 urban area",5487,4567,26930754,23376336,14150,12253,47522627,43906998,,,,,38.78,37.27,56.67,53.24,,,,
51229,"Long Prairie, MN",51229,"Long Prairie, MN",3190,1275,2938407,2938407,3356,1344,4053588,4053588,3230,1285,3103720,3103720,95.05,94.87,72.49,72.49,98.76,99.22,94.67,94.67
51229,"Long Prairie, MN",99999,"Not in a 2000 urban area",166,69,1115181,1115181,3356,1344,4053588,4053588,,,,,4.95,5.13,27.51,27.51,,,,
51256,"Longview, TX",33382,"Gladewater, TX",5528,2338,9865073,9860518,98884,40041,215991114,215058284,5780,2466,11934690,11909270,5.59,5.84,4.57,4.59,95.64,94.81,82.66,82.80
51256,"Longview, TX",51256,"Longview, TX",84486,34242,130455061,130222229,98884,40041,215991114,215058284,84654,34325,131475430,131242598,85.44,85.52,60.40,60.55,99.80,99.76,99.22,99.22
51256,"Longview, TX",99999,"Not in a 2000 urban area",8870,3461,75670980,74975537,98884,40041,215991114,215058284,,,,,8.97,8.64,35.03,34.86,,,,
51283,"Longview, WA--OR",51283,"Longview, WA--OR",62816,27341,65593972,65365497,63952,27804,89315450,85110305,63214,27510,69977918,69749443,98.22,98.33,73.44,76.80,99.37,99.39,93.74,93.71
51283,"Longview, WA--OR",99999,"Not in a 2000 urban area",1136,463,23721478,19744808,63952,27804,89315450,85110305,,,,,1.78,1.67,26.56,23.20,,,,
51310,"Lonoke, AR",51310,"Lonoke, AR",4036,1672,4140864,4140864,4058,1681,4540084,4540084,4050,1678,4153322,4153322,99.46,99.46,91.21,91.21,99.65,99.64,99.70,99.70
51310,"Lonoke, AR",99999,"Not in a 2000 urban area",22,9,399220,399220,4058,1681,4540084,4540084,,,,,0.54,0.54,8.79,8.79,,,,
51322,"Lonsdale, MN",99999,"Not in a 2000 urban area",3466,1294,4996086,4916077,3466,1294,4996086,4916077,,,,,100.00,100.00,100.00,100.00,,,,
51337,"Loogootee, IN",51337,"Loogootee, IN",2795,1334,3896599,3891119,2972,1404,4715496,4704961,2832,1344,4470232,4463078,94.04,95.01,82.63,82.70,98.69,99.26,87.17,87.18
51337,"Loogootee, IN",99999,"Not in a 2000 urban area",177,70,818897,813842,2972,1404,4715496,4704961,,,,,5.96,4.99,17.37,17.30,,,,
51364,"Lorain--Elyria, OH",17668,"Cleveland, OH",587,206,1111932,1096315,180956,80095,262572368,259508283,1679368,792135,1686648100,1674515783,0.32,0.26,0.42,0.42,0.03,0.03,0.07,0.07
51364,"Lorain--Elyria, OH",51364,"Lorain--Elyria, OH",170748,77550,197971318,196374912,180956,80095,262572368,259508283,181831,81883,227254703,225150697,94.36,96.82,75.40,75.67,93.90,94.71,87.11,87.22
51364,"Lorain--Elyria, OH",99999,"Not in a 2000 urban area",9621,2339,63489118,62037056,180956,80095,262572368,259508283,,,,,5.32,2.92,24.18,23.91,,,,
51418,"Los Alamos, NM",51418,"Los Alamos, NM",10193,5075,18156123,18147549,10893,5365,20982216,20973642,10267,5115,18355397,18346823,93.57,94.59,86.53,86.53,99.28,99.22,98.91,98.91
51418,"Los Alamos, NM",99999,"Not in a 2000 urban area",700,290,2826093,2826093,10893,5365,20982216,20973642,,,,,6.43,5.41,13.47,13.47,,,,
51445,"Los Angeles--Long Beach--Anaheim, CA",51445,"Los Angeles--Long Beach--Santa Ana, CA",12053512,4180803,4284755184,4247610818,12150996,4217448,4557407341,4496266014,12068804,4185337,4345305739,4307810485,99.20,99.13,94.02,94.47,99.87,99.89,98.61,98.60
51445,"Los Angeles--Long Beach--Anaheim, CA",57709,"Mission Viejo, CA",526,0,2331799,2331799,12150996,4217448,4557407341,4496266014,542768,217853,358043980,356436180,0.00,0.00,0.05,0.05,0.10,0.00,0.65,0.65
51445,"Los Angeles--Long Beach--Anaheim, CA",75340,"Riverside--San Bernardino, CA",7943,1706,3718665,3718665,12150996,4217448,4557407341,4496266014,1771227,541260,1137273433,1135109940,0.07,0.04,0.08,0.08,0.45,0.32,0.33,0.33
51445,"Los Angeles--Long Beach--Anaheim, CA",82144,"Simi Valley, CA",0,0,79,79,12150996,4217448,4557407341,4496266014,120558,41211,71162651,70213649,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
51445,"Los Angeles--Long Beach--Anaheim, CA",87490,"Thousand Oaks, CA",9542,3913,7961341,7961341,12150996,4217448,4557407341,4496266014,218961,80799,224203798,224084124,0.08,0.09,0.17,0.18,4.36,4.84,3.55,3.55
51445,"Los Angeles--Long Beach--Anaheim, CA",99999,"Not in a 2000 urban area",79473,31026,258640273,234643312,12150996,4217448,4557407341,4496266014,,,,,0.65,0.74,5.68,5.22,,,,
51472,"Los Banos, CA",51472,"Los Banos, CA",34802,11034,20490134,20490134,35917,11366,20949052,20949052,34868,11058,24629099,24629099,96.90,97.08,97.81,97.81,99.81,99.78,83.19,83.19
51472,"Los Banos, CA",99999,"Not in a 2000 urban area",1115,332,458918,458918,35917,11366,20949052,20949052,,,,,3.10,2.92,2.19,2.19,,,,
51499,"Los Lunas, NM",06328,"Belen, NM",12733,5769,29014019,28857675,63758,24932,180901980,179384708,13919,6261,38811925,38374327,19.97,23.14,16.04,16.09,91.48,92.14,74.76,75.20
51499,"Los Lunas, NM",51499,"Los Lunas, NM",36059,14144,80720544,80688045,63758,24932,180901980,179384708,36958,14495,92819062,92786563,56.56,56.73,44.62,44.98,97.57,97.58,86.97,86.96
51499,"Los Lunas, NM",55873,"Meadow Lake, NM",3270,1060,8127806,8124683,63758,24932,180901980,179384708,3337,1096,9194432,9191309,5.13,4.25,4.49,4.53,97.99,96.72,88.40,88.40
51499,"Los Lunas, NM",99999,"Not in a 2000 urban area",11696,3959,63039611,61714305,63758,24932,180901980,179384708,,,,,18.34,15.88,34.85,34.40,,,,
51513,"Los Molinos, CA",86923,"Tehama, CA",3060,1354,5066167,5066167,3800,1682,8320528,8307121,3063,1357,5864814,5864814,80.53,80.50,60.89,60.99,99.90,99.78,86.38,86.38
51513,"Los Molinos, CA",99999,"Not in a 2000 urban area",740,328,3254361,3240954,3800,1682,8320528,8307121,,,,,19.47,19.50,39.11,39.01,,,,
51580,"Louisa, KY--WV",51580,"Louisa, KY--WV",3966,1897,5909404,5892380,4253,2022,9760850,9282978,4306,2052,7610365,7589204,93.25,93.82,60.54,63.48,92.10,92.45,77.65,77.64
51580,"Louisa, KY--WV",99999,"Not in a 2000 urban area",287,125,3851446,3390598,4253,2022,9760850,9282978,,,,,6.75,6.18,39.46,36.52,,,,
51607,"Louisburg, KS",51607,"Louisburg, KS",3897,1548,5462188,5327691,3930,1559,5611621,5469344,4101,1632,7404173,7201699,99.16,99.29,97.34,97.41,95.03,94.85,73.77,73.98
51607,"Louisburg, KS",99999,"Not in a 2000 urban area",33,11,149433,141653,3930,1559,5611621,5469344,,,,,0.84,0.71,2.66,2.59,,,,
51634,"Louisburg, NC",51634,"Louisburg, NC",3018,1383,5142505,5121647,3694,1489,6263425,6242567,3018,1383,5142505,5121647,81.70,92.88,82.10,82.04,100.00,100.00,100.00,100.00
51634,"Louisburg, NC",99999,"Not in a 2000 urban area",676,106,1120920,1120920,3694,1489,6263425,6242567,,,,,18.30,7.12,17.90,17.96,,,,
51661,"Louisiana, MO",51661,"Louisiana, MO",3067,1615,3976987,3976987,3091,1625,4518641,4518641,3461,1777,10225966,10225966,99.22,99.38,88.01,88.01,88.62,90.88,38.89,38.89
51661,"Louisiana, MO",99999,"Not in a 2000 urban area",24,10,541654,541654,3091,1625,4518641,4518641,,,,,0.78,0.62,11.99,11.99,,,,
51688,"Louisville, GA",51688,"Louisville, GA",2803,1193,5120645,5016745,3273,1273,6303450,6188870,2809,1196,5237413,5133513,85.64,93.72,81.24,81.06,99.79,99.75,97.77,97.73
51688,"Louisville, GA",99999,"Not in a 2000 urban area",470,80,1182805,1172125,3273,1273,6303450,6188870,,,,,14.36,6.28,18.76,18.94,,,,
51742,"Louisville, MS",51742,"Louisville, MS",4543,1971,8984958,8921721,4624,1989,10164696,10101459,4872,2117,10504860,10441623,98.25,99.10,88.39,88.32,93.25,93.10,85.53,85.44
51742,"Louisville, MS",99999,"Not in a 2000 urban area",81,18,1179738,1179738,4624,1989,10164696,10101459,,,,,1.75,0.90,11.61,11.68,,,,
51755,"Louisville/Jefferson County, KY--IN",46288,"La Grange, KY",11314,2965,11847179,11640251,972546,431679,1265426827,1234700540,12382,3326,15250300,15011995,1.16,0.69,0.94,0.94,91.37,89.15,77.68,77.54
51755,"Louisville/Jefferson County, KY--IN",51715,"Louisville, KY--IN",905079,407598,973758783,964887579,972546,431679,1265426827,1234700540,909520,409444,1014623939,1005141071,93.06,94.42,76.95,78.15,99.51,99.55,95.97,96.00
51755,"Louisville/Jefferson County, KY--IN",99999,"Not in a 2000 urban area",56153,21116,279820865,258172710,972546,431679,1265426827,1234700540,,,,,5.77,4.89,22.11,20.91,,,,
51769,"Lovington, NM",51769,"Lovington, NM",11030,3954,12035002,11981429,11592,4172,18272070,18208768,11108,3986,13651198,13597625,95.15,94.77,65.87,65.80,99.30,99.20,88.16,88.11
51769,"Lovington, NM",99999,"Not in a 2000 urban area",562,218,6237068,6227339,11592,4172,18272070,18208768,,,,,4.85,5.23,34.13,34.20,,,,
51796,"Lowell, IN",51796,"Lowell, IN",8807,3449,10080984,10009000,9844,3787,13140655,13068671,9125,3577,16125223,15854255,89.47,91.07,76.72,76.59,96.52,96.42,62.52,63.13
51796,"Lowell, IN",99999,"Not in a 2000 urban area",1037,338,3059671,3059671,9844,3787,13140655,13068671,,,,,10.53,8.93,23.28,23.41,,,,
